region,rank_in_region,pattern,upazila,area_ha,pct_upazila_nca,pct_of_pattern_in_region,source,adm3_name,district,lat,lon
Bogra,1,Boro-Fallow-T. Aman,Sherpur,13600.0,57.14,9.3,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sherpur,Bogra,24.6291,89.4223
Bogra,1,Boro-Fallow-T. Aman,Dhunat,13100.0,67.18,8.96,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Dhunat,Bogra,24.6825,89.5503
Bogra,1,Boro-Fallow-T. Aman,Gabtali,11500.0,60.37,7.86,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Gabtali,Bogra,24.8868,89.465
Bogra,1,Boro-Fallow-T. Aman,Sirajganj sadar,9000.0,40.54,6.15,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sirajganj Sadar,Sirajganj,24.494,89.6885
Bogra,1,Boro-Fallow-T. Aman,Tarash,8700.0,35.15,5.95,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Tarash,Sirajganj,24.4431,89.3581
Bogra,1,Boro-Fallow-T. Aman,Nandigram,8000.0,35.87,5.47,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Nandigram,Bogra,24.6813,89.2268
Bogra,1,Boro-Fallow-T. Aman,Sariakandi,8000.0,32.92,5.47,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sariakandi,Bogra,24.8812,89.6141
Bogra,1,Boro-Fallow-T. Aman,Panchbibi,7900.0,35.75,5.4,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Panchbibi,Joypurhat,25.2022,89.0704
Bogra,1,Boro-Fallow-T. Aman,Shajahanpur,6500.0,40.88,4.44,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Shajahanpur,Bogra,24.7601,89.375
Bogra,1,Boro-Fallow-T. Aman,Joypurhat sadar,5700.0,30.65,3.9,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Joypurhat Sadar,Joypurhat,25.1055,89.0199
Bogra,1,Boro-Fallow-T. Aman,Kahalu,4700.0,24.48,3.21,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",,,,
Bogra,1,Boro-Fallow-T. Aman,Sonatola,4700.0,34.31,3.21,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sonatola,Bogra,24.9971,89.514
Bogra,1,Boro-Fallow-T. Aman,Atghoria,4500.0,32.61,3.08,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Atgharia,Pabna,24.1083,89.2819
Bogra,1,Boro-Fallow-T. Aman,Adamdighi,4100.0,32.28,2.8,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Adamdighi,Bogra,24.7992,89.0595
Bogra,1,Boro-Fallow-T. Aman,Akkelpur,3900.0,36.28,2.67,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Akkelpur,Joypurhat,24.934,89.0421
Bogra,1,Boro-Fallow-T. Aman,Kazipur,3200.0,14.16,2.19,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kazipur,Sirajganj,24.6702,89.6872
Bogra,1,Boro-Fallow-T. Aman,Dubchachia,3000.0,21.9,2.05,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Dhupchanchia,Bogra,24.8837,89.1392
Bogra,1,Boro-Fallow-T. Aman,Iswardi,2000.0,13.07,1.37,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Ishwardi,Pabna,24.0778,89.0972
Bogra,1,Boro-Fallow-T. Aman,Bogra sadar,1800.0,16.29,1.23,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Bogra Sadar,Bogra,24.8955,89.3557
Bogra,1,Boro-Fallow-T. Aman,Sujanagar,1800.0,7.38,1.23,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sujanagar,Pabna,23.8967,89.5127
Bogra,1,Boro-Fallow-T. Aman,Kalai,1400.0,10.07,0.96,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kalai,Joypurhat,25.0779,89.1977
Bogra,1,Boro-Fallow-T. Aman,Shibganj,1200.0,4.72,0.82,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Shibganj,Bogra,25.0166,89.3067
Bogra,1,Boro-Fallow-T. Aman,Kamarkhanda,800.0,10.53,0.55,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kamarkhanda,Sirajganj,24.3751,89.6434
Bogra,1,Boro-Fallow-T. Aman,Khetlal,300.0,2.58,0.21,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Khetlal,Joypurhat,25.0225,89.1181
Bogra,1,Boro-Fallow-T. Aman,Chatmohar,200.0,0.8,0.14,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Chatmohar,Pabna,24.2252,89.302
Bogra,1,Boro-Fallow-T. Aman,Bhangura,150.0,1.36,0.1,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Bhangura,Pabna,24.239,89.3927
Bogra,2,Potato-Boro-T. Aman,Shibganj,18200.0,75.99,20.54,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Shibganj,Bogra,25.0166,89.3067
Bogra,2,Potato-Boro-T. Aman,Kalai,11800.0,84.83,13.32,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kalai,Joypurhat,25.0779,89.1977
Bogra,2,Potato-Boro-T. Aman,Khetlal,8900.0,76.2,10.04,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Khetlal,Joypurhat,25.0225,89.1181
Bogra,2,Potato-Boro-T. Aman,Kahalu,8600.0,44.72,9.71,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",,,,
Bogra,2,Potato-Boro-T. Aman,Dubchachia,6600.0,48.05,7.45,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Dhupchanchia,Bogra,24.8837,89.1392
Bogra,2,Potato-Boro-T. Aman,Pachbibi,6100.0,26.9,6.88,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Panchbibi,Joypurhat,25.2022,89.0704
Bogra,2,Potato-Boro-T. Aman,Bogra sadar,6000.0,53.56,6.77,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Bogra Sadar,Bogra,24.8955,89.3557
Bogra,2,Potato-Boro-T. Aman,Joypurhat sadar,5500.0,28.35,6.21,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Joypurhat Sadar,Joypurhat,25.1055,89.0199
Bogra,2,Potato-Boro-T. Aman,Akkelpur,5000.0,46.12,5.64,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Akkelpur,Joypurhat,24.934,89.0421
Bogra,2,Potato-Boro-T. Aman,Shajahanpur,4000.0,16.98,4.51,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Shajahanpur,Bogra,24.7601,89.375
Bogra,2,Potato-Boro-T. Aman,Adamdighi,3300.0,25.9,3.72,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Adamdighi,Bogra,24.7992,89.0595
Bogra,2,Potato-Boro-T. Aman,Sonatola,2300.0,16.61,2.6,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sonatola,Bogra,24.9971,89.514
Bogra,2,Potato-Boro-T. Aman,Gabtali,1300.0,6.78,1.47,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Gabtali,Bogra,24.8868,89.465
Bogra,2,Potato-Boro-T. Aman,Sherpur,360.0,1.38,0.41,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sherpur,Bogra,24.6291,89.4223
Bogra,2,Potato-Boro-T. Aman,Ullapara,250.0,0.78,0.28,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Ullah Para,Sirajganj,24.3273,89.5181
Bogra,2,Potato-Boro-T. Aman,Kamarkhanda,200.0,2.59,0.23,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kamarkhanda,Sirajganj,24.3751,89.6434
Bogra,2,Potato-Boro-T. Aman,Tarash,200.0,0.81,0.23,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Tarash,Sirajganj,24.4431,89.3581
Bogra,4,Mustard-Boro-T. Aman,Kahalu,4800.0,24.96,11.97,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",,,,
Bogra,4,Mustard-Boro-T. Aman,Panchbibi,4200.0,18.52,10.47,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Panchbibi,Joypurhat,25.2022,89.0704
Bogra,4,Mustard-Boro-T. Aman,Dubchachia,3700.0,26.94,9.22,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Dhupchanchia,Bogra,24.8837,89.1392
Bogra,4,Mustard-Boro-T. Aman,Ullapara,3700.0,11.53,9.22,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Ullah Para,Sirajganj,24.3273,89.5181
Bogra,4,Mustard-Boro-T. Aman,Adamdighi,3200.0,25.12,7.98,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Adamdighi,Bogra,24.7992,89.0595
Bogra,4,Mustard-Boro-T. Aman,Joypurhat,3000.0,15.46,7.48,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Joypurhat Sadar,Joypurhat,25.1055,89.0199
Bogra,4,Mustard-Boro-T. Aman,Dhunat,2000.0,10.23,4.99,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Dhunat,Bogra,24.6825,89.5503
Bogra,4,Mustard-Boro-T. Aman,Kamarkhanda,2000.0,25.86,4.99,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kamarkhanda,Sirajganj,24.3751,89.6434
Bogra,4,Mustard-Boro-T. Aman,Sirajganj,1600.0,6.74,3.99,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sirajganj Sadar,Sirajganj,24.494,89.6885
Bogra,4,Mustard-Boro-T. Aman,Khetlal,1400.0,11.99,3.49,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Khetlal,Joypurhat,25.0225,89.1181
Bogra,4,Mustard-Boro-T. Aman,Sonatola,1300.0,9.39,3.24,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sonatola,Bogra,24.9971,89.514
Bogra,4,Mustard-Boro-T. Aman,Shariakandi,1200.0,4.93,2.99,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sariakandi,Bogra,24.8812,89.6141
Bogra,4,Mustard-Boro-T. Aman,Sherpur,1100.0,4.67,2.74,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sherpur,Bogra,24.6291,89.4223
Bogra,4,Mustard-Boro-T. Aman,Shibganj,1100.0,4.22,2.74,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Shibganj,Bogra,25.0166,89.3067
Bogra,4,Mustard-Boro-T. Aman,Akkelpur,1100.0,10.15,2.74,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Akkelpur,Joypurhat,24.934,89.0421
Bogra,4,Mustard-Boro-T. Aman,Belkuchi,1000.0,7.72,2.49,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Belkuchi,Sirajganj,24.2953,89.7021
Bogra,4,Mustard-Boro-T. Aman,Raiganj,900.0,4.11,2.24,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Ramganj,Lakshmipur,23.0989,90.8726
Bogra,4,Mustard-Boro-T. Aman,Bogra,800.0,7.14,1.99,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Bogra Sadar,Bogra,24.8955,89.3557
Bogra,4,Mustard-Boro-T. Aman,Shajahanpur,600.0,3.74,1.5,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Shajahanpur,Bogra,24.7601,89.375
Bogra,4,Mustard-Boro-T. Aman,Kazipur,350.0,1.53,0.87,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kazipur,Sirajganj,24.6702,89.6872
Bogra,4,Mustard-Boro-T. Aman,Tarash,260.0,1.05,0.65,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Tarash,Sirajganj,24.4431,89.3581
Bogra,4,Mustard-Boro-T. Aman,Kalai,200.0,1.44,0.5,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kalai,Joypurhat,25.0779,89.1977
Bogra,4,Mustard-Boro-T. Aman,Atghoria,200.0,1.43,0.5,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Atgharia,Pabna,24.1083,89.2819
Bogra,4,Mustard-Boro-T. Aman,Bhangura,200.0,1.8,0.5,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Bhangura,Pabna,24.239,89.3927
Bogra,4,Mustard-Boro-T. Aman,Santhia,200.0,0.79,0.5,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Santhia,Pabna,24.0422,89.5168
Bogra,3,Mustard-Boro-Fallow,Shahjadpur,13000.0,52.2,25.52,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Shahjadpur,Sirajganj,24.1628,89.6301
Bogra,3,Mustard-Boro-Fallow,Ullapara,13000.0,40.51,25.52,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Ullah Para,Sirajganj,24.3273,89.5181
Bogra,3,Mustard-Boro-Fallow,Belkuchi,6000.0,46.33,11.78,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Belkuchi,Sirajganj,24.2953,89.7021
Bogra,3,Mustard-Boro-Fallow,Tarash,5100.0,20.6,10.01,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Tarash,Sirajganj,24.4431,89.3581
Bogra,3,Mustard-Boro-Fallow,Chatmohar,4000.0,15.96,7.85,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Chatmohar,Pabna,24.2252,89.302
Bogra,3,Mustard-Boro-Fallow,Faridpur,4000.0,34.64,7.85,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Faridpur,Pabna,24.1606,89.4488
Bogra,3,Mustard-Boro-Fallow,Bera,1400.0,7.8,2.75,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Bera,Pabna,23.9424,89.656
Bogra,3,Mustard-Boro-Fallow,Bhangura,1100.0,9.92,2.16,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Bhangura,Pabna,24.239,89.3927
Bogra,3,Mustard-Boro-Fallow,Raiganj,800.0,3.66,1.57,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Ramganj,Lakshmipur,23.0989,90.8726
Bogra,3,Mustard-Boro-Fallow,Gabtali,740.0,3.86,1.45,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Gabtali,Bogra,24.8868,89.465
Bogra,3,Mustard-Boro-Fallow,Sujanagar,700.0,2.84,1.37,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sujanagar,Pabna,23.8967,89.5127
Bogra,3,Mustard-Boro-Fallow,Sirajganj,500.0,2.11,0.98,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sirajganj Sadar,Sirajganj,24.494,89.6885
Bogra,3,Mustard-Boro-Fallow,Panchbibi,200.0,0.88,0.39,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Panchbibi,Joypurhat,25.2022,89.0704
Bogra,3,Mustard-Boro-Fallow,Santhia,200.0,0.79,0.39,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Santhia,Pabna,24.0422,89.5168
Bogra,3,Mustard-Boro-Fallow,Kazipur,200.0,0.87,0.39,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kazipur,Sirajganj,24.6702,89.6872
Bogra,5,Boro-Fallow-Fallow,Kazipur,7600.0,33.17,20.38,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kazipur,Sirajganj,24.6702,89.6872
Bogra,5,Boro-Fallow-Fallow,Ullapara,5400.0,16.83,14.48,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Ullah Para,Sirajganj,24.3273,89.5181
Bogra,5,Boro-Fallow-Fallow,Tarash,3000.0,12.12,8.04,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Tarash,Sirajganj,24.4431,89.3581
Bogra,5,Boro-Fallow-Fallow,Chowhali,2400.0,18.88,6.43,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",,,,
Bogra,5,Boro-Fallow-Fallow,Bhangura,2100.0,18.94,5.63,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Bhangura,Pabna,24.239,89.3927
Bogra,5,Boro-Fallow-Fallow,Sariakandi,2000.0,8.21,5.36,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sariakandi,Bogra,24.8812,89.6141
Bogra,5,Boro-Fallow-Fallow,Sujanagar,1800.0,7.29,4.83,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sujanagar,Pabna,23.8967,89.5127
Bogra,5,Boro-Fallow-Fallow,Shahjadpur,1800.0,7.23,4.83,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Shahjadpur,Sirajganj,24.1628,89.6301
Bogra,5,Boro-Fallow-Fallow,Pabna,1500.0,4.21,4.02,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Pabna Sadar,Pabna,23.9938,89.2814
Bogra,5,Boro-Fallow-Fallow,Bera,1400.0,7.8,3.75,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Bera,Pabna,23.9424,89.656
Bogra,5,Boro-Fallow-Fallow,Gabtali,1200.0,6.26,3.22,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Gabtali,Bogra,24.8868,89.465
Bogra,5,Boro-Fallow-Fallow,Sherpur,1000.0,3.84,2.68,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sherpur,Bogra,24.6291,89.4223
Bogra,5,Boro-Fallow-Fallow,Chatmohar,1000.0,3.99,2.68,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Chatmohar,Pabna,24.2252,89.302
Bogra,5,Boro-Fallow-Fallow,Faridpur,1000.0,8.66,2.68,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Faridpur,Pabna,24.1606,89.4488
Bogra,5,Boro-Fallow-Fallow,Raiganj,1000.0,4.57,2.68,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Ramganj,Lakshmipur,23.0989,90.8726
Bogra,5,Boro-Fallow-Fallow,Atghoria,800.0,5.7,2.14,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Atgharia,Pabna,24.1083,89.2819
Bogra,5,Boro-Fallow-Fallow,Shajahanpur,600.0,2.55,1.61,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Shajahanpur,Bogra,24.7601,89.375
Bogra,5,Boro-Fallow-Fallow,Sonatola,600.0,4.33,1.61,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Sonatola,Bogra,24.9971,89.514
Bogra,5,Boro-Fallow-Fallow,Kamarkhanda,500.0,6.46,1.34,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Kamarkhanda,Sirajganj,24.3751,89.6434
Bogra,5,Boro-Fallow-Fallow,Dhunat,400.0,2.05,1.07,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Dhunat,Bogra,24.6825,89.5503
Bogra,5,Boro-Fallow-Fallow,Adamdighi,200.0,1.57,0.54,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197",Adamdighi,Bogra,24.7992,89.0595
Comilla,1,Boro-Fallow-Fallow,Nasirnagar,11650.0,44.72,10.15,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Nasirnagar,Brahamanbaria,24.1822,91.1875
Comilla,1,Boro-Fallow-Fallow,Nabinagar,10600.0,40.15,9.24,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Nabinagar,Brahamanbaria,23.8635,90.9804
Comilla,1,Boro-Fallow-Fallow,Sarail,9500.0,57.58,8.28,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Sarail,Brahamanbaria,24.1032,91.1122
Comilla,1,Boro-Fallow-Fallow,Hajiganj,9000.0,75.0,7.84,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Hajiganj,Chandpur,23.263,90.8372
Comilla,1,Boro-Fallow-Fallow,Bijoynagar,8500.0,58.22,7.41,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Bijoynagar,Brahamanbaria,23.9944,91.2282
Comilla,1,Boro-Fallow-Fallow,Bancharampur,7500.0,54.55,6.53,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Banchharampur,Brahamanbaria,23.7801,90.807
Comilla,1,Boro-Fallow-Fallow,Dauadkandi,7000.0,47.95,6.1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Daudkandi,Comilla,23.5027,90.7731
